"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2015년 01월 30일","1,611.74","1,629.02","1,629.02","1,611.74","41.72K","-0.53%"
"2015년 01월 29일","1,620.38","1,621.71","1,629.82","1,615.82","39.24K","-0.81%"
"2015년 01월 28일","1,633.57","1,626.68","1,635.61","1,619.92","41.87K","-0.14%"
"2015년 01월 27일","1,635.93","1,625.69","1,635.93","1,624.88","36.23K","0.79%"
"2015년 01월 26일","1,623.03","1,613.05","1,624.33","1,610.24","27.61K","-0.10%"
"2015년 01월 23일","1,624.66","1,634.14","1,634.14","1,619.55","35.03K","0.79%"
"2015년 01월 22일","1,611.93","1,617.13","1,622.77","1,609.92","32.78K","-0.13%"
"2015년 01월 21일","1,613.97","1,599.89","1,613.97","1,598.82","25.70K","0.75%"
"2015년 01월 20일","1,601.99","1,588.91","1,602.36","1,588.91","24.30K","1.14%"
"2015년 01월 19일","1,583.95","1,579.37","1,591.71","1,576.95","28.38K","1.04%"
"2015년 01월 16일","1,567.64","1,584.51","1,584.51","1,564.87","32.87K","-1.55%"
"2015년 01월 15일","1,592.40","1,596.61","1,600.23","1,587.47","28.48K","-0.24%"
"2015년 01월 14일","1,596.31","1,599.70","1,606.03","1,594.26","29.41K","-0.16%"
"2015년 01월 13일","1,598.88","1,586.57","1,601.03","1,585.24","27.88K","0.35%"
"2015년 01월 12일","1,593.38","1,589.86","1,596.96","1,589.56","21.94K","-0.25%"
"2015년 01월 09일","1,597.38","1,598.80","1,605.39","1,594.72","30.57K","0.77%"
"2015년 01월 08일","1,585.23","1,574.43","1,586.91","1,569.88","33.67K","1.60%"
"2015년 01월 07일","1,560.20","1,550.33","1,562.42","1,548.79","24.97K","0.39%"
"2015년 01월 06일","1,554.20","1,563.57","1,567.99","1,549.99","30.88K","-1.85%"
"2015년 01월 05일","1,583.53","1,582.50","1,585.45","1,567.88","27.24K","-0.26%"
"2015년 01월 02일","1,587.60","1,582.18","1,591.24","1,577.52","21.89K","0.39%"
"2014년 12월 31일","1,581.47","1,602.87","1,604.69","1,578.88","26.27K","0.00%"
"2014년 12월 30일","1,581.47","1,602.87","1,604.69","1,578.88","26.27K","-0.98%"
"2014년 12월 29일","1,597.15","1,610.25","1,611.99","1,597.15","20.35K","-1.59%"
"2014년 12월 26일","1,623.03","1,623.83","1,629.46","1,620.29","21.31K","-0.02%"
"2014년 12월 24일","1,623.28","1,618.24","1,624.18","1,614.81","17.41K","0.35%"
"2014년 12월 23일","1,617.54","1,622.62","1,625.58","1,616.34","21.93K","-0.40%"
"2014년 12월 22일","1,623.96","1,619.57","1,625.00","1,609.18","20.58K","0.74%"
"2014년 12월 19일","1,612.01","1,602.41","1,612.43","1,596.36","27.41K","1.97%"
"2014년 12월 18일","1,580.82","1,594.63","1,596.69","1,568.28","28.53K","0.08%"
"2014년 12월 17일","1,579.49","1,590.87","1,590.87","1,579.49","29.51K","-0.45%"
"2014년 12월 16일","1,586.60","1,587.54","1,600.28","1,583.21","34.60K","-0.74%"
"2014년 12월 15일","1,598.36","1,585.58","1,598.77","1,581.64","27.35K","-0.24%"
"2014년 12월 12일","1,602.18","1,601.08","1,609.43","1,595.46","29.67K","0.28%"
"2014년 12월 11일","1,597.72","1,607.80","1,615.89","1,597.72","33.17K","-1.51%"
"2014년 12월 10일","1,622.26","1,641.90","1,644.97","1,622.26","24.41K","-1.64%"
"2014년 12월 09일","1,649.26","1,646.76","1,653.28","1,641.86","22.19K","0.03%"
"2014년 12월 08일","1,648.72","1,652.52","1,654.20","1,645.99","19.24K","-0.09%"
"2014년 12월 05일","1,650.20","1,648.79","1,652.03","1,646.23","45.89K","0.13%"
"2014년 12월 04일","1,648.10","1,637.80","1,650.25","1,637.30","25.99K","1.01%"
"2014년 12월 03일","1,631.67","1,634.65","1,639.78","1,629.97","22.14K","0.08%"
"2014년 12월 02일","1,630.34","1,627.36","1,632.01","1,622.50","25.52K","-0.21%"
"2014년 12월 01일","1,633.82","1,633.81","1,634.93","1,628.70","31.44K","-0.64%"
"2014년 11월 28일","1,644.30","1,643.76","1,646.12","1,637.42","30.03K","0.25%"
"2014년 11월 27일","1,640.12","1,642.99","1,649.82","1,638.06","32.47K","0.94%"
"2014년 11월 26일","1,624.81","1,628.16","1,629.04","1,617.70","25.41K","0.20%"
"2014년 11월 25일","1,621.62","1,632.07","1,632.28","1,621.62","31.34K","-0.41%"
"2014년 11월 24일","1,628.35","1,630.92","1,634.28","1,624.95","40.03K","1.03%"
"2014년 11월 21일","1,611.75","1,614.21","1,616.24","1,608.16","30.76K","0.36%"
"2014년 11월 20일","1,605.92","1,607.76","1,609.92","1,601.17","39.13K","-0.54%"
"2014년 11월 19일","1,614.58","1,625.45","1,625.45","1,608.95","33.19K","-0.18%"
"2014년 11월 18일","1,617.48","1,612.27","1,620.42","1,612.27","24.43K","0.83%"
"2014년 11월 17일","1,604.09","1,597.89","1,607.61","1,592.77","26.08K","0.16%"
"2014년 11월 14일","1,601.47","1,611.29","1,611.29","1,594.46","29.26K","-0.71%"
"2014년 11월 13일","1,612.95","1,625.09","1,627.56","1,607.31","26.91K","-0.63%"
"2014년 11월 12일","1,623.17","1,619.75","1,630.02","1,617.17","32.53K","0.37%"
"2014년 11월 11일","1,617.14","1,618.29","1,623.04","1,614.19","24.64K","-0.26%"
"2014년 11월 10일","1,621.35","1,605.83","1,624.52","1,605.83","28.27K","1.81%"
"2014년 11월 07일","1,592.53","1,590.76","1,597.31","1,587.24","25.46K","0.03%"
"2014년 11월 06일","1,592.13","1,579.85","1,595.34","1,576.52","30.93K","0.85%"
"2014년 11월 05일","1,578.70","1,589.74","1,596.19","1,574.86","29.60K","-0.61%"
"2014년 11월 04일","1,588.46","1,597.14","1,603.82","1,582.36","35.11K","-0.85%"
"2014년 11월 03일","1,602.11","1,611.76","1,612.27","1,596.32","30.04K","-0.81%"
"2014년 10월 31일","1,615.26","1,602.77","1,616.80","1,594.36","37.34K","1.14%"
"2014년 10월 30일","1,597.08","1,585.80","1,597.08","1,577.03","33.44K","0.47%"
"2014년 10월 29일","1,589.64","1,565.67","1,589.64","1,558.81","48.26K","2.33%"
"2014년 10월 28일","1,553.39","1,557.98","1,558.92","1,550.06","26.03K","-0.15%"
"2014년 10월 27일","1,555.74","1,554.66","1,561.35","1,552.97","30.34K","0.54%"
"2014년 10월 24일","1,547.35","1,556.39","1,556.39","1,534.16","52.24K","0.02%"
"2014년 10월 23일","1,547.02","1,548.38","1,557.67","1,540.11","27.81K","-0.31%"
"2014년 10월 22일","1,551.87","1,555.87","1,555.88","1,540.16","28.70K","0.95%"
"2014년 10월 21일","1,537.20","1,545.67","1,545.67","1,533.89","30.38K","-1.12%"
"2014년 10월 20일","1,554.68","1,545.66","1,557.55","1,543.46","23.03K","1.75%"
"2014년 10월 17일","1,527.99","1,550.72","1,550.72","1,526.28","33.72K","-1.37%"
"2014년 10월 16일","1,549.21","1,546.23","1,552.24","1,540.45","33.78K","-0.60%"
"2014년 10월 15일","1,558.57","1,565.92","1,572.21","1,553.70","28.91K","-0.26%"
"2014년 10월 14일","1,562.59","1,569.22","1,573.61","1,562.21","29.67K","0.07%"
"2014년 10월 13일","1,561.50","1,539.98","1,565.01","1,539.98","26.17K","-0.02%"
"2014년 10월 10일","1,561.85","1,567.87","1,567.87","1,554.12","27.32K","-1.33%"
"2014년 10월 08일","1,582.93","1,581.81","1,592.91","1,581.01","26.72K","-0.79%"
"2014년 10월 07일","1,595.48","1,600.86","1,607.27","1,590.83","28.03K","0.45%"
"2014년 10월 06일","1,588.33","1,604.81","1,605.14","1,588.33","36.67K","-0.40%"
"2014년 10월 02일","1,594.67","1,612.90","1,613.42","1,592.61","34.22K","-1.30%"
"2014년 10월 01일","1,615.60","1,635.72","1,635.72","1,615.60","33.91K","-1.66%"
"2014년 09월 30일","1,642.90","1,646.95","1,651.72","1,631.73","30.40K","-0.48%"
"2014년 09월 29일","1,650.90","1,655.30","1,657.44","1,644.25","30.79K","0.07%"
"2014년 09월 26일","1,649.82","1,633.02","1,649.82","1,632.92","28.14K","0.22%"
"2014년 09월 25일","1,646.15","1,660.26","1,660.81","1,643.08","32.16K","-0.26%"
"2014년 09월 24일","1,650.44","1,643.43","1,651.27","1,636.73","29.50K","0.14%"
"2014년 09월 23일","1,648.16","1,651.62","1,658.45","1,648.00","27.55K","-0.93%"
"2014년 09월 22일","1,663.71","1,676.49","1,676.49","1,657.14","20.43K","-0.87%"
"2014년 09월 19일","1,678.27","1,684.95","1,689.32","1,678.07","29.76K","0.05%"
"2014년 09월 18일","1,677.49","1,691.09","1,697.98","1,675.37","38.67K","-1.01%"
"2014년 09월 17일","1,694.62","1,686.31","1,694.62","1,685.26","24.07K","1.00%"
"2014년 09월 16일","1,677.86","1,678.33","1,682.42","1,673.99","18.36K","0.20%"
"2014년 09월 15일","1,674.55","1,677.46","1,678.98","1,668.03","22.29K","-0.33%"
"2014년 09월 12일","1,680.04","1,674.39","1,686.28","1,672.98","23.69K","0.86%"
"2014년 09월 11일","1,665.77","1,679.02","1,683.77","1,665.77","34.32K","-0.88%"
"2014년 09월 08일","1,680.62","1,687.84","1,691.93","1,675.57","22.58K","0.00%"
"2014년 09월 05일","1,680.62","1,687.84","1,691.93","1,675.57","22.58K","-0.49%"
"2014년 09월 04일","1,688.96","1,691.80","1,697.14","1,682.74","25.94K","0.43%"
"2014년 09월 03일","1,681.75","1,686.97","1,690.54","1,673.23","35.02K","-0.29%"
"2014년 09월 02일","1,686.67","1,705.48","1,705.69","1,684.94","24.02K","-1.23%"
"2014년 09월 01일","1,707.62","1,709.26","1,713.02","1,704.51","23.69K","-0.13%"
"2014년 08월 29일","1,709.76","1,707.12","1,714.71","1,699.31","27.41K","-0.18%"
"2014년 08월 28일","1,712.85","1,720.79","1,725.91","1,708.87","23.06K","0.18%"
"2014년 08월 27일","1,709.70","1,710.36","1,716.71","1,706.31","27.55K","0.30%"
"2014년 08월 26일","1,704.53","1,707.67","1,711.12","1,703.70","23.85K","0.19%"
"2014년 08월 25일","1,701.24","1,691.75","1,702.67","1,686.68","19.59K","-0.07%"
"2014년 08월 22일","1,702.41","1,696.08","1,703.88","1,694.15","23.69K","0.65%"
"2014년 08월 21일","1,691.49","1,714.52","1,715.45","1,688.71","33.51K","-1.72%"
"2014년 08월 20일","1,721.14","1,729.65","1,731.54","1,712.44","29.59K","0.07%"
"2014년 08월 19일","1,719.91","1,717.81","1,724.38","1,716.96","27.20K","0.91%"
"2014년 08월 18일","1,704.47","1,725.42","1,727.17","1,704.47","23.52K","-0.72%"
"2014년 08월 14일","1,716.86","1,724.06","1,728.07","1,711.40","26.28K","-0.13%"
"2014년 08월 13일","1,719.13","1,711.27","1,719.13","1,701.63","25.36K","0.82%"
"2014년 08월 12일","1,705.09","1,714.09","1,723.00","1,703.76","28.79K","-0.01%"
"2014년 08월 11일","1,705.22","1,714.35","1,714.77","1,703.61","23.91K","0.56%"
"2014년 08월 08일","1,695.64","1,716.40","1,719.02","1,693.11","34.88K","-1.64%"
"2014년 08월 07일","1,723.89","1,731.44","1,732.77","1,717.45","25.86K","-0.39%"
"2014년 08월 06일","1,730.59","1,734.28","1,738.74","1,726.20","44.55K","-0.44%"
"2014년 08월 05일","1,738.32","1,744.99","1,746.66","1,731.21","26.74K","-0.67%"
"2014년 08월 04일","1,750.05","1,749.32","1,752.73","1,738.47","29.27K","0.51%"
"2014년 08월 01일","1,741.25","1,740.72","1,751.77","1,737.56","36.93K","-0.72%"
"2014년 07월 31일","1,753.79","1,765.86","1,773.23","1,750.06","51.04K","-0.86%"
"2014년 07월 30일","1,768.94","1,749.26","1,780.73","1,747.43","61.09K","1.27%"
"2014년 07월 29일","1,746.74","1,727.79","1,748.27","1,726.34","56.87K","1.30%"
"2014년 07월 28일","1,724.34","1,711.57","1,730.61","1,711.43","43.70K","0.90%"
"2014년 07월 25일","1,708.90","1,707.71","1,712.26","1,702.55","30.07K","0.19%"
"2014년 07월 24일","1,705.71","1,707.43","1,710.37","1,699.41","41.26K","0.24%"
"2014년 07월 23일","1,701.68","1,708.74","1,709.03","1,698.48","33.22K","-0.25%"
"2014년 07월 22일","1,706.00","1,701.48","1,706.00","1,697.03","23.55K","0.48%"
"2014년 07월 21일","1,697.77","1,707.27","1,711.03","1,695.58","22.24K","-0.09%"
"2014년 07월 18일","1,699.32","1,687.24","1,699.32","1,685.89","52.13K","-0.09%"
"2014년 07월 17일","1,700.78","1,700.39","1,706.50","1,698.69","24.79K","0.45%"
"2014년 07월 16일","1,693.21","1,692.03","1,694.67","1,689.07","23.37K","0.29%"
"2014년 07월 15일","1,688.28","1,673.53","1,690.83","1,673.07","24.35K","1.56%"
"2014년 07월 14일","1,662.37","1,670.64","1,672.49","1,662.37","18.61K","0.10%"
"2014년 07월 11일","1,660.64","1,665.60","1,669.69","1,657.26","25.42K","-1.15%"
"2014년 07월 10일","1,679.90","1,680.42","1,683.72","1,676.53","24.87K","0.15%"
"2014년 07월 09일","1,677.43","1,675.65","1,678.38","1,670.92","27.61K","-0.47%"
"2014년 07월 08일","1,685.30","1,685.23","1,693.85","1,678.32","21.79K","-0.09%"
"2014년 07월 07일","1,686.87","1,686.13","1,688.40","1,679.04","22.13K","-0.19%"
"2014년 07월 04일","1,690.08","1,702.27","1,702.27","1,686.22","20.67K","-0.37%"
"2014년 07월 03일","1,696.32","1,704.16","1,704.16","1,693.30","23.56K","-0.49%"
"2014년 07월 02일","1,704.73","1,698.16","1,705.89","1,691.55","26.42K","0.92%"
"2014년 07월 01일","1,689.21","1,686.07","1,691.36","1,682.30","19.61K","-0.42%"
"2014년 06월 30일","1,696.26","1,691.97","1,697.47","1,686.01","22.33K","0.64%"
"2014년 06월 27일","1,685.41","1,689.39","1,695.71","1,682.99","24.86K","-0.59%"
"2014년 06월 26일","1,695.47","1,683.33","1,700.11","1,682.66","30.53K","0.67%"
"2014년 06월 25일","1,684.22","1,692.47","1,694.45","1,683.14","22.31K","-0.61%"
"2014년 06월 24일","1,694.59","1,676.34","1,699.17","1,676.34","26.83K","1.33%"
"2014년 06월 23일","1,672.37","1,669.17","1,678.26","1,666.45","22.53K","0.77%"
"2014년 06월 20일","1,659.63","1,683.59","1,683.59","1,658.22","35.85K","-1.51%"
"2014년 06월 19일","1,684.99","1,689.46","1,694.71","1,682.17","25.77K","-0.20%"
"2014년 06월 18일","1,688.29","1,700.52","1,700.52","1,686.43","27.12K","-0.73%"
"2014년 06월 17일","1,700.65","1,693.36","1,702.96","1,688.89","25.47K","0.45%"
"2014년 06월 16일","1,693.03","1,683.24","1,694.77","1,682.80","33.61K","0.39%"
"2014년 06월 13일","1,686.52","1,705.40","1,705.40","1,681.99","22.73K","-1.48%"
"2014년 06월 12일","1,711.79","1,716.81","1,718.54","1,704.13","30.21K","-0.25%"
"2014년 06월 11일","1,716.05","1,713.08","1,720.70","1,708.78","28.99K","-0.04%"
"2014년 06월 10일","1,716.81","1,708.00","1,717.13","1,701.13","31.85K","1.16%"
"2014년 06월 09일","1,697.19","1,716.27","1,719.02","1,693.64","32.07K","-0.50%"
"2014년 06월 05일","1,705.69","1,718.13","1,718.13","1,697.03","34.45K","-0.61%"
"2014년 06월 03일","1,716.08","1,716.36","1,718.19","1,703.84","37.69K","0.36%"
"2014년 06월 02일","1,709.92","1,701.90","1,712.93","1,701.90","21.13K","0.72%"
"2014년 05월 30일","1,697.65","1,720.75","1,725.94","1,697.65","38.73K","-1.07%"
"2014년 05월 29일","1,716.06","1,721.04","1,724.84","1,713.11","27.41K","0.03%"
"2014년 05월 28일","1,715.57","1,702.41","1,715.57","1,699.49","24.77K","1.06%"
"2014년 05월 27일","1,697.59","1,716.27","1,718.59","1,692.57","19.04K","-0.92%"
"2014년 05월 26일","1,713.30","1,719.37","1,724.75","1,710.99","22.75K","-0.48%"
"2014년 05월 23일","1,721.60","1,716.58","1,721.66","1,715.00","25.74K","-0.00%"
"2014년 05월 22일","1,721.65","1,723.14","1,729.51","1,718.42","36.61K","0.31%"
"2014년 05월 21일","1,716.32","1,713.91","1,724.50","1,711.54","24.05K","-0.32%"
"2014년 05월 20일","1,721.87","1,720.88","1,723.51","1,715.25","24.00K","-0.14%"
"2014년 05월 19일","1,724.24","1,718.85","1,724.56","1,706.77","28.51K","0.25%"
"2014년 05월 16일","1,719.87","1,708.95","1,719.87","1,702.30","24.00K","0.25%"
"2014년 05월 15일","1,715.58","1,711.59","1,720.13","1,710.60","22.73K","-0.01%"
"2014년 05월 14일","1,715.78","1,697.01","1,715.78","1,696.84","26.43K","1.65%"
"2014년 05월 13일","1,687.97","1,678.47","1,694.38","1,676.71","29.63K","1.06%"
"2014년 05월 12일","1,670.21","1,655.27","1,672.36","1,650.42","26.90K","0.84%"
"2014년 05월 09일","1,656.28","1,658.85","1,661.65","1,650.84","23.48K","0.03%"
"2014년 05월 08일","1,655.84","1,652.09","1,655.84","1,641.99","29.56K","0.66%"
"2014년 05월 07일","1,644.98","1,667.92","1,667.92","1,644.98","29.59K","-1.01%"
"2014년 05월 02일","1,661.75","1,668.20","1,671.48","1,660.31","25.70K","-0.00%"
"2014년 04월 30일","1,661.78","1,677.26","1,677.92","1,653.18","32.04K","-0.31%"
"2014년 04월 29일","1,666.98","1,681.63","1,683.23","1,662.62","26.89K","-0.59%"
"2014년 04월 28일","1,676.84","1,679.63","1,686.42","1,676.84","32.31K","-0.37%"
"2014년 04월 25일","1,683.09","1,706.24","1,706.27","1,683.09","30.55K","-1.43%"
"2014년 04월 24일","1,707.52","1,713.57","1,714.00","1,703.02","31.21K","0.08%"
"2014년 04월 23일","1,706.16","1,713.19","1,716.85","1,704.69","41.93K","-0.06%"
"2014년 04월 22일","1,707.20","1,705.75","1,708.34","1,696.92","25.01K","0.21%"
"2014년 04월 21일","1,703.68","1,709.37","1,709.89","1,697.75","15.26K","-0.22%"
"2014년 04월 18일","1,707.49","1,701.31","1,708.39","1,701.04","22.91K","0.78%"
"2014년 04월 17일","1,694.30","1,704.16","1,704.73","1,687.24","22.22K","-0.16%"
"2014년 04월 16일","1,697.10","1,697.34","1,701.34","1,690.99","22.26K","0.10%"
"2014년 04월 15일","1,695.34","1,712.70","1,712.72","1,692.93","25.70K","-0.26%"
"2014년 04월 14일","1,699.68","1,695.89","1,704.70","1,695.50","22.87K","0.06%"
"2014년 04월 11일","1,698.65","1,689.24","1,698.65","1,689.24","30.80K","-0.73%"
"2014년 04월 10일","1,711.12","1,711.99","1,712.99","1,698.89","32.68K","0.39%"
"2014년 04월 09일","1,704.43","1,707.18","1,708.11","1,698.71","40.18K","0.10%"
"2014년 04월 08일","1,702.67","1,685.65","1,705.77","1,685.65","29.03K","0.32%"
"2014년 04월 07일","1,697.18","1,690.45","1,697.18","1,683.64","24.96K","0.27%"
"2014년 04월 04일","1,692.68","1,690.21","1,698.85","1,688.59","28.93K","0.00%"
"2014년 04월 03일","1,692.63","1,695.57","1,706.70","1,690.22","34.53K","-0.01%"
"2014년 04월 02일","1,692.78","1,695.02","1,696.38","1,689.47","28.91K","0.41%"
"2014년 04월 01일","1,685.89","1,679.05","1,687.54","1,673.40","31.80K","0.35%"
"2014년 03월 31일","1,680.03","1,685.31","1,686.09","1,668.22","36.71K","0.22%"
"2014년 03월 28일","1,676.28","1,669.46","1,680.37","1,664.98","25.01K","-0.02%"
"2014년 03월 27일","1,676.54","1,656.48","1,677.70","1,656.20","30.67K","1.04%"
"2014년 03월 26일","1,659.31","1,646.13","1,661.85","1,644.49","29.47K","1.70%"
"2014년 03월 25일","1,631.59","1,634.12","1,637.56","1,629.06","31.36K","-0.48%"
"2014년 03월 24일","1,639.52","1,628.10","1,641.37","1,628.07","29.08K","0.75%"
"2014년 03월 21일","1,627.30","1,622.64","1,627.30","1,619.59","29.05K","0.92%"
"2014년 03월 20일","1,612.41","1,627.86","1,628.39","1,612.41","30.46K","-1.12%"
"2014년 03월 19일","1,630.75","1,641.50","1,642.95","1,630.51","25.98K","-0.27%"
"2014년 03월 18일","1,635.11","1,636.21","1,641.33","1,626.45","30.25K","0.69%"
"2014년 03월 17일","1,623.85","1,615.27","1,624.36","1,613.88","31.04K","0.53%"
"2014년 03월 14일","1,615.23","1,611.63","1,621.75","1,610.26","32.95K","-0.80%"
"2014년 03월 13일","1,628.20","1,638.03","1,643.48","1,628.20","34.33K","-0.20%"
"2014년 03월 12일","1,631.43","1,653.67","1,654.48","1,629.06","34.55K","-1.71%"
"2014년 03월 11일","1,659.76","1,658.09","1,661.14","1,649.35","25.42K","0.28%"
"2014년 03월 10일","1,655.12","1,666.01","1,666.47","1,652.87","24.40K","-1.19%"
"2014년 03월 07일","1,674.99","1,681.51","1,684.71","1,669.85","27.56K","-0.16%"
"2014년 03월 06일","1,677.71","1,679.77","1,679.77","1,671.29","21.92K","0.02%"
"2014년 03월 05일","1,677.38","1,680.80","1,685.41","1,677.35","25.80K","0.94%"
"2014년 03월 04일","1,661.77","1,662.71","1,671.38","1,660.43","21.27K","-0.60%"
"2014년 03월 03일","1,671.83","1,674.36","1,676.33","1,660.86","27.77K","-0.92%"
"2014년 02월 28일","1,687.42","1,683.80","1,689.10","1,678.59","44.04K","0.08%"
"2014년 02월 27일","1,686.09","1,678.05","1,687.66","1,673.04","34.45K","0.37%"
"2014년 02월 26일","1,679.86","1,672.25","1,682.44","1,663.91","31.82K","0.49%"
"2014년 02월 25일","1,671.66","1,664.95","1,672.58","1,661.76","34.04K","0.91%"
"2014년 02월 24일","1,656.52","1,665.38","1,669.66","1,651.30","21.16K","-0.53%"
